text,source,label,tokens,lda_topic
"• 
At that time, preventive measures consisted primarily of efforts to reduce harm from 
alcohol by identifying and treating middle-aged individuals convicted of driving under 
the influence with established or advanced cases of alcoholism. 
TODAY",alcohol,alcohol_0,"['time', 'preventive', 'measures', 'consisted', 'primarily', 'efforts', 'reduce', 'harm', 'alcohol', 'identifying', 'treating', 'individuals', 'convicted', 'driving', 'influence', 'established', 'advanced', 'cases', 'alcoholism', 'today']",2
Stark statistics reveal the extent to which alcohol increases the risk of accidents of all kinds:,alcohol,alcohol_0,"['stark', 'statistics', 'reveal', 'extent', 'alcohol', 'increases', 'risk', 'accidents', 'kinds']",0
"the World report on road traffic injury prevention as a proven and effective measure to reduce 
death and injury on the road. 
The good practice manual Drinking and driving, a road safety manual for decision-makers 
and practitioners, proposes simple, effective and low-cost solutions to prevent drinking and 
driving that can be implemented on a national or local level. It targets governments, non-
governmental organizations and road safety practitioners, particularly those in low and 
middle-income countries. 
The manual draws on experience from countries that have succeeded in reducing drinking and 
driving and includes guidance on the following:",alcohol,alcohol_0,"['world', 'report', 'road', 'traffic', 'injury', 'prevention', 'proven', 'effective', 'measure', 'reduce', 'death', 'injury', 'road', 'good', 'practice', 'manual', 'drinking', 'driving', 'road', 'safety', 'manual', 'practitioners', 'proposes', 'simple', 'effective', 'solutions', 'prevent', 'drinking', 'driving', 'implemented', 'national', 'local', 'level', 'targets', 'governments', 'governmental', 'organizations', 'road', 'safety', 'practitioners', 'particularly', 'low', 'countries', 'manual', 'draws', 'experience', 'countries', 'succeeded', 'reducing', 'drinking', 'driving', 'includes', 'guidance', 'following']",2
"• 
Prior to any drinking, designate a non-drinking driver when with a group.",alcohol,alcohol_0,"['prior', 'drinking', 'designate', 'driver', 'group']",3
"benzodiazepines (11.2 percent), and opiates and other prescription drugs (10.2 percent). A 
quarter of the cases involved both alcohol and other drugs. 
Many prescription drugs including opioid pain relievers and benzodiazapenes prescribed for 
anxiety or sleep disorders come with warnings against the operation of machinery—including 
motor vehicles—for a specified period of time after use. When prescription drugs are abused",alcohol,alcohol_0,"['benzodiazepines', 'percent', 'opiates', 'prescription', 'drugs', 'percent', 'quarter', 'cases', 'involved', 'alcohol', 'drugs', 'many', 'prescription', 'drugs', 'including', 'opioid', 'pain', 'relievers', 'benzodiazapenes', 'prescribed', 'anxiety', 'sleep', 'disorders', 'come', 'warnings', 'operation', 'motor', 'specified', 'period', 'time', 'use', 'prescription', 'drugs', 'abused']",3
"Most of Bermuda’s RTFs were single vehicle accidents which took place late at night or in 
the early hours in the morning.  It is important to underscore that RTFs that occurred during 
the day did not contain any alcohol.",alcohol,alcohol_0,"['bermuda', 'rtfs', 'single', 'vehicle', 'accidents', 'took', 'place', 'late', 'night', 'early', 'hours', 'morning', 'important', 'underscore', 'rtfs', 'occurred', 'day', 'contain', 'alcohol']",3
"• 
Of the 1,210 traffic deaths among children ages 0 to 14 years in 2010, 211 (17%) 
involved an alcohol-impaired driver.1",alcohol,alcohol_0,"['traffic', 'deaths', 'among', 'children', 'ages', 'years', 'involved']",3
"(n=149) assessed for substance use dependence or abuse in 2012, 73 indicated alcohol as their 
drug of choice; and of those persons referred for residential treatment services, at both the 
Men’s and Women’s Treatment Centers, alcohol is usually indicated as the first substance of 
experimentation with the age of first use being as low as eight years for some clients. In 2012, 
four men who presented for services said their primary drug of choice was alcohol; whereas, 
there were no women in treatment who said their primary drug of choice was alcohol during 
the same time period.",alcohol,alcohol_1,"['assessed', 'substance', 'use', 'dependence', 'abuse', 'indicated', 'alcohol', 'drug', 'choice', 'persons', 'referred', 'residential', 'treatment', 'services', 'men', 'women', 'treatment', 'centers', 'alcohol', 'usually', 'indicated', 'first', 'substance', 'experimentation', 'age', 'first', 'use', 'low', 'eight', 'years', 'clients', 'four', 'men', 'presented', 'services', 'said', 'primary', 'drug', 'choice', 'alcohol', 'whereas', 'women', 'treatment', 'said', 'primary', 'drug', 'choice', 'alcohol', 'time', 'period']",3
"and suicides. Fatal injuries attributable to alcohol consumption tend to occur in relatively 
younger age groups.",alcohol,alcohol_1,"['suicides', 'fatal', 'injuries', 'attributable', 'alcohol', 'consumption', 'tend', 'occur', 'relatively', 'younger', 'age', 'groups']",3
"“This study further highlights the adverse impact of alcohol on, not only individuals and their 
families, but also on our society and economy,” said the Minister of Health and Seniors the 
Hon. Patricia Gordon-Pamplin JP MP. “The Ministry of Health and Seniors wants Bermuda 
residents to think twice before getting behind the wheel after drinking; or into a vehicle where 
the driver has consumed alcohol, especially leading up to and during the holiday season.",alcohol,alcohol_1,"['study', 'highlights', 'adverse', 'impact', 'alcohol', 'individuals', 'families', 'also', 'society', 'economy', 'said', 'minister', 'health', 'seniors', 'hon', 'patricia', 'jp', 'mp', 'ministry', 'health', 'seniors', 'wants', 'bermuda', 'residents', 'think', 'twice', 'getting', 'behind', 'wheel', 'drinking', 'vehicle', 'driver', 'consumed', 'alcohol', 'especially', 'leading', 'holiday', 'season']",3
"12- http://www.who.int/mediacentre/factsheets/fs349/en/index.html 
Drinking and driving – an international good practice manual 
The second good practice manual, on drinking and driving, was launched by the Global Road 
Safety Partnership (GRSP) ahead of the UN Road Safety Week.",alcohol,alcohol_0,"['http', 'drinking', 'driving', 'international', 'good', 'practice', 'manual', 'second', 'good', 'practice', 'manual', 'drinking', 'driving', 'launched', 'global', 'road', 'safety', 'partnership', 'grsp', 'ahead', 'un', 'road', 'safety', 'week']",2
“The Bermuda Assessment Referral Center [BARC] has reported that amongst all new clients,alcohol,alcohol_1,"['bermuda', 'assessment', 'referral', 'center', 'barc', 'reported', 'amongst', 'new', 'clients']",3
"CURSE OF ALCOHOL - It’s the leading cause of traffic accidents here  
Thursday, 20 December 2012 15:18",alcohol,alcohol_0,"['curse', 'alcohol', 'leading', 'cause', 'traffic', 'accidents', 'thursday', 'december']",3
"When one is suspected of driving under the influence (DUI), blood samples are only taken 
when an accident occurs that renders the person unable to blow into a breath analyzer due to 
their injuries.  Venous blood samples are transported to the lab for analysis.  If a person 
succumbs to their injuries, an autopsy in carried out. In this case of sudden death, biological 
samples are collected and sent for toxicology analyses.  The findings are then reported and 
sent to the pathologist to determine factors contributing to death.",alcohol,alcohol_1,"['one', 'suspected', 'driving', 'influence', 'dui', 'blood', 'samples', 'taken', 'accident', 'occurs', 'renders', 'person', 'unable', 'blow', 'breath', 'analyzer', 'due', 'injuries', 'venous', 'blood', 'samples', 'transported', 'lab', 'analysis', 'person', 'succumbs', 'injuries', 'autopsy', 'carried', 'case', 'sudden', 'death', 'biological', 'samples', 'collected', 'sent', 'toxicology', 'analyses', 'findings', 'reported', 'sent', 'pathologist', 'determine', 'factors', 'contributing', 'death']",0
"The health, safety and socioeconomic problems attributable to alcohol can be effectively 
reduced and requires actions on the levels, patterns and contexts of alcohol consumption and 
the wider social determinants of health. 
Countries have a primary responsibility for formulating, implementing, monitoring and 
evaluating public policies to reduce the harmful use of alcohol. A substantial scientific 
knowledge base exists for policy-makers on the effectiveness and cost–effectiveness of the 
following strategies:",alcohol,alcohol_1,"['health', 'safety', 'socioeconomic', 'problems', 'attributable', 'alcohol', 'effectively', 'reduced', 'requires', 'actions', 'levels', 'patterns', 'contexts', 'alcohol', 'consumption', 'wider', 'social', 'determinants', 'health', 'countries', 'primary', 'responsibility', 'formulating', 'implementing', 'monitoring', 'evaluating', 'public', 'policies', 'reduce', 'harmful', 'use', 'alcohol', 'substantial', 'scientific', 'knowledge', 'base', 'exists', 'effectiveness', 'following', 'strategies']",0
"“Drink driving is a major problem not only in Honiara but throughout the entire country, 
highlighting that the abuse of alcohol is the major cause of traffic accidents today,” Inspector 
Menesa said. 
He warned that drivers caught driving whilst under the influence of liquor during this festive 
season will be arrested on the spot and be subjected to prosecution.",alcohol,alcohol_0,"['drink', 'driving', 'major', 'problem', 'honiara', 'throughout', 'entire', 'country', 'highlighting', 'abuse', 'alcohol', 'major', 'cause', 'traffic', 'accidents', 'today', 'inspector', 'menesa', 'said', 'warned', 'drivers', 'caught', 'driving', 'whilst', 'influence', 'liquor', 'festive', 'season', 'arrested', 'spot', 'subjected', 'prosecution']",0
"• 
Never get in a car with someone who has been drinking.",alcohol,alcohol_1,"['never', 'get', 'car', 'someone', 'drinking']",1
"Out of 32 sudden deaths in 2010, 50 percent contained alcohol and/or drugs of abuse. 94% 
were males aged from 20 to 65 years.",alcohol,alcohol_0,"['sudden', 'deaths', 'percent', 'contained', 'alcohol', 'drugs', 'abuse', 'males', 'aged', 'years']",3
"• 
make you lose your peripheral vision. 
In the UK, the alcohol limit for drivers is 80mg of alcohol per 100ml of blood, 35mg per 
100ml of breath or 107mg per 100ml of urine (4). 
Visit our drink driving page for more information... 
4. Alcohol increases the risk of accidents at home and work, and of fires",alcohol,alcohol_0,"['make', 'lose', 'peripheral', 'vision', 'uk', 'alcohol', 'limit', 'drivers', 'alcohol', 'per', 'blood', 'per', 'breath', 'per', 'urine', 'visit', 'drink', 'driving', 'page', 'information', 'alcohol', 'increases', 'risk', 'accidents', 'home', 'work', 'fires']",3
"In 2012 there were 23 suspected DUI cases where blood was taken, of which 14 had alcohol 
present in their system. 
There were four RTFs, listing various injuries due to trauma, which had alcohol in their 
system and out of 43 sudden deaths in 2012, 21 percent of the samples contained alcohol and 
or drugs of abuse recording only one being female.",alcohol,alcohol_1,"['suspected', 'dui', 'cases', 'blood', 'taken', 'alcohol', 'present', 'system', 'four', 'rtfs', 'listing', 'various', 'injuries', 'due', 'trauma', 'alcohol', 'system', 'sudden', 'deaths', 'percent', 'samples', 'contained', 'alcohol', 'drugs', 'abuse', 'recording', 'one', 'female']",3
"(STIs). This is because alcohol consumption weakens the immune system and has a negative 
effect on patients’ adherence to antiretroviral treatment. 
A significant proportion of the disease burden attributable to harmful drinking arises from 
unintentional and intentional injuries, including those due to road traffic accidents, violence,",alcohol,alcohol_1,"['stis', 'alcohol', 'consumption', 'weakens', 'immune', 'system', 'negative', 'effect', 'patients', 'adherence', 'antiretroviral', 'treatment', 'significant', 'proportion', 'disease', 'burden', 'attributable', 'harmful', 'drinking', 'arises', 'unintentional', 'intentional', 'injuries', 'including', 'due', 'road', 'traffic', 'accidents', 'violence']",0
"• 
Accidents at work. Alcohol is a factor in up to one in four workplace accidents.",alcohol,alcohol_0,"['accidents', 'work', 'alcohol', 'factor', 'one', 'four', 'workplace', 'accidents']",3
"• 
reduce your ability to see distant objects – night vision can be reduced by 25% (3)",alcohol,alcohol_0,"['reduce', 'ability', 'see', 'distant', 'objects', 'night', 'vision', 'reduced']",0
"Alcohol is one of the underlying causes in accidents of all types, whether domestic, 
recreational or control of vehicles (e.g. motor cycles, motor cars or marine vehicles). Under 
the Road Traffic Act 1947, Bermuda’s legal blood alcohol limit is 80 milligrams per 100 
milliliters. 
The aim of this DOH study was to determine if there is a correlation between blood alcohol 
levels in drivers of vehicles involved in road traffic accidents and fatalities and also to 
determine if there is some correlation between alcohol and morbidity rates. The information 
used was taken from pathology and toxicology findings from 2010 to present.",alcohol,alcohol_0,"['alcohol', 'one', 'underlying', 'causes', 'accidents', 'types', 'whether', 'domestic', 'recreational', 'control', 'vehicles', 'motor', 'cycles', 'motor', 'cars', 'marine', 'vehicles', 'road', 'traffic', 'act', 'bermuda', 'legal', 'blood', 'alcohol', 'limit', 'milligrams', 'per', 'milliliters', 'aim', 'doh', 'study', 'determine', 'correlation', 'blood', 'alcohol', 'levels', 'drivers', 'vehicles', 'involved', 'road', 'traffic', 'accidents', 'fatalities', 'also', 'determine', 'correlation', 'alcohol', 'morbidity', 'rates', 'information', 'used', 'taken', 'pathology', 'toxicology', 'findings', 'present']",3
"• 
The number of alcohol-related traffic deaths among 16 to 20 year-olds in the U.S. 
decreased from 5,244 in 1982 to 1,987 in 2008 in large measure because of the legal 
drinking age of 21 and Zero Tolerance Laws.",alcohol,alcohol_0,"['number', 'traffic', 'deaths', 'among', 'decreased', 'large', 'measure', 'legal', 'drinking', 'age', 'zero', 'tolerance', 'laws']",2
"• 
Your recovery from injury may be hindered. This is because alcohol affects your 
circulation and the immune system.",alcohol,alcohol_1,"['recovery', 'injury', 'may', 'hindered', 'alcohol', 'affects', 'circulation', 'immune', 'system']",0
"(taken without medical supervision), impaired driving and other harmful reactions become 
much more likely.",alcohol,alcohol_0,"['taken', 'without', 'medical', 'supervision', 'impaired', 'driving', 'harmful', 'reactions', 'become', 'much', 'likely']",0
"Impaired Driving: Get the Facts 
Every day, almost 30 people in the United States die in motor vehicle crashes that involve an 
alcohol-impaired driver. This amounts to one death every 48 minutes.1  The annual cost of 
alcohol-related crashes totals more than $51 billion.2 
Thankfully, there are effective measures that can help prevent injuries and deaths from 
alcohol-impaired driving. 
How big is the problem?",alcohol,alcohol_0,"['impaired', 'driving', 'get', 'facts', 'every', 'day', 'almost', 'people', 'united', 'states', 'die', 'motor', 'vehicle', 'crashes', 'involve', 'driver', 'amounts', 'one', 'death', 'every', 'annual', 'cost', 'crashes', 'totals', 'thankfully', 'effective', 'measures', 'help', 'prevent', 'injuries', 'deaths', 'driving', 'big', 'problem']",2
"• 
People aged 15 to 34 are most likely to drive under the influence of alcohol or drugs.",alcohol,alcohol_0,"['people', 'aged', 'likely', 'drive', 'influence', 'alcohol', 'drugs']",3
"The World Health Organization provides well documented information on the Global 
Information System on Alcohol and Health monitoring trends on alcohol related harm.  
http://www.who.int/gho/alcohol/en/index.html",alcohol,alcohol_1,"['world', 'health', 'organization', 'provides', 'well', 'documented', 'information', 'global', 'information', 'system', 'alcohol', 'health', 'monitoring', 'trends', 'alcohol', 'related', 'harm', 'http']",3
"• 
the pattern of drinking. 
A broad range of alcohol consumption patterns, from occasional hazardous drinking to daily 
heavy drinking, creates significant public health and safety problems in nearly all countries. 
One of the key characteristics of the hazardous pattern of drinking is the presence of heavy 
drinking occasions, defined as consumptions of 60 or more grams of pure alcohol. 
Ways to reduce the burden from harmful use of alcohol",alcohol,alcohol_1,"['pattern', 'drinking', 'broad', 'range', 'alcohol', 'consumption', 'patterns', 'occasional', 'hazardous', 'drinking', 'daily', 'heavy', 'drinking', 'creates', 'significant', 'public', 'health', 'safety', 'problems', 'nearly', 'countries', 'one', 'key', 'characteristics', 'hazardous', 'pattern', 'drinking', 'presence', 'heavy', 'drinking', 'occasions', 'defined', 'consumptions', 'grams', 'pure', 'alcohol', 'ways', 'reduce', 'burden', 'harmful', 'use', 'alcohol']",0
"• 
Fires. In 2008, the London Fire Brigade estimated that almost a third of accidental fire 
deaths in the capital were alcohol related. (6). 
5. The effects of alcohol can last longer than you think 
Even after alcohol has left your bloodstream, you’re more likely to have an accident. In one 
study, 14 hours after drinking, two-thirds of a group of pilots could not perform routine tasks 
in a simulator, despite the fact that all the alcohol had left their system (7). 
If you’ve had an accident when you’ve been drinking, other effects are:",alcohol,alcohol_0,"['fires', 'london', 'fire', 'brigade', 'estimated', 'almost', 'third', 'accidental', 'fire', 'deaths', 'capital', 'alcohol', 'related', 'effects', 'alcohol', 'last', 'longer', 'think', 'even', 'alcohol', 'left', 'bloodstream', 'likely', 'accident', 'one', 'study', 'hours', 'drinking', 'group', 'pilots', 'could', 'perform', 'routine', 'tasks', 'simulator', 'despite', 'fact', 'alcohol', 'left', 'system', 'accident', 'drinking', 'effects']",0
"“The Department for National Drug Control advocates for responsible alcohol behaviour and 
advises that if you do not currently drink alcohol, don’t start. If you do consume alcohol, do 
so responsibly.”",alcohol,alcohol_1,"['department', 'national', 'drug', 'control', 'advocates', 'responsible', 'alcohol', 'behaviour', 'advises', 'currently', 'drink', 'alcohol', 'start', 'consume', 'alcohol', 'responsibly']",1
"• 
In 2010, over 1.4 million drivers were arrested for driving under the influence of 
alcohol or narcotics.3 That's one percent of the 112 million self-reported episodes of 
alcohol-impaired driving among U.S. adults each year.4",alcohol,alcohol_0,"['million', 'drivers', 'arrested', 'driving', 'influence', 'alcohol', 'one', 'percent', 'million', 'episodes', 'driving', 'among', 'adults']",3
"• 
reducing the public health impact of illicit alcohol and informally produced alcohol;",alcohol,alcohol_1,"['reducing', 'public', 'health', 'impact', 'illicit', 'alcohol', 'informally', 'produced', 'alcohol']",3
"Some of the circumstances around the sudden deaths documented heart disease, drowning, 
heart failure-pulmonary oedema, found unresponsive, left ventricle failure -fatty liver cardiac 
arrest, sudden collapse, homicide and coronary artery occlusion.",alcohol,alcohol_1,"['circumstances', 'around', 'sudden', 'deaths', 'documented', 'heart', 'disease', 'drowning', 'heart', 'oedema', 'found', 'unresponsive', 'left', 'ventricle', 'failure', 'liver', 'cardiac', 'arrest', 'sudden', 'collapse', 'homicide', 'coronary', 'artery', 'occlusion']",3
"Chief Medical Officer Dr. Cheryl Peek-Ball said she supported the research and the 
importance of bringing to light the significant role that alcohol plays in Bermuda in sudden 
death, injury and chronic disease.",alcohol,alcohol_1,"['chief', 'medical', 'officer', 'cheryl', 'said', 'supported', 'research', 'importance', 'bringing', 'light', 'significant', 'role', 'alcohol', 'plays', 'bermuda', 'sudden', 'death', 'injury', 'chronic', 'disease']",0
"“Some will go to the hospital and be admitted so that we cannot test them for Alcohol.  The 
Hospital and doctors need to co-operate and do blood tests, but many times the doctors do not 
administer the tests even if we request, stating that they do not have the necessary equipment. 
So far, four licenses have been suspended and one person’s blood was successfully tested 
positive for alcohol and he has been prosecuted,” Brutus stated. 
Speeding is another major cause of concern, said Brutus, with motorists continuing to ignore 
the speed limits.",alcohol,alcohol_1,"['go', 'hospital', 'admitted', 'test', 'alcohol', 'hospital', 'doctors', 'need', 'blood', 'tests', 'many', 'times', 'doctors', 'administer', 'tests', 'even', 'request', 'stating', 'necessary', 'equipment', 'far', 'four', 'licenses', 'suspended', 'one', 'person', 'blood', 'successfully', 'tested', 'positive', 'alcohol', 'prosecuted', 'brutus', 'stated', 'speeding', 'another', 'major', 'cause', 'concern', 'said', 'brutus', 'motorists', 'continuing', 'ignore', 'speed', 'limits']",0
"• 
The steps needed to undertake a problem assessment in a country,",alcohol,alcohol_1,"['steps', 'needed', 'undertake', 'problem', 'assessment', 'country']",0
"Distilled spirits, including the national grape-based liquor pisco, are the second-most popular, 
comprising of 32 percent of alcohol consumption. Beer makes up the remaining 30 percent of 
alcohol consumed in Chile. 
Forty of every 100,000 men die from liver cirrhosis every year, compared to only 28 die in car 
accidents. Only 10.6 of every 100,000 women die of cirrhosis, and 5.6 in car accidents. The 
higher level of cirrhosis in men can be explained by their disproportionate alcohol intake. 
Chilean men drink, on average, 16.7 liters a year while women drink less than half, or 8.2 
liters. 
Furthermore, 6.7 percent of Chilean men and 1.4 percent of women were identified as having 
drinking problems, according to the WHO. Drinking problems include harmful levels of 
consumption, alcohol dependency and mental problems associated with alcohol. 
Despite a gradual rise in alcohol consumption during the 1980s and 1990s, these figures come 
as no surprise to Chileans. National consumption of wine, beer, and spirits has remained 
relatively steady since the year 2000",alcohol,alcohol_0,"['distilled', 'spirits', 'including', 'national', 'liquor', 'pisco', 'popular', 'comprising', 'percent', 'alcohol', 'consumption', 'beer', 'makes', 'remaining', 'percent', 'alcohol', 'consumed', 'chile', 'forty', 'every', 'men', 'die', 'liver', 'cirrhosis', 'every', 'year', 'compared', 'die', 'car', 'accidents', 'every', 'women', 'die', 'cirrhosis', 'car', 'accidents', 'higher', 'level', 'cirrhosis', 'men', 'explained', 'disproportionate', 'alcohol', 'intake', 'chilean', 'men', 'drink', 'average', 'liters', 'year', 'women', 'drink', 'less', 'half', 'liters', 'furthermore', 'percent', 'chilean', 'men', 'percent', 'women', 'identified', 'drinking', 'problems', 'according', 'drinking', 'problems', 'include', 'harmful', 'levels', 'consumption', 'alcohol', 'dependency', 'mental', 'problems', 'associated', 'alcohol', 'despite', 'gradual', 'rise', 'alcohol', 'consumption', 'figures', 'come', 'surprise', 'chileans', 'national', 'consumption', 'wine', 'beer', 'spirits', 'remained', 'relatively', 'steady', 'since', 'year']",3
"- 334 drunk driving cases recorded 
As the call gets louder for something to be done about the raving consumption of alcohol in 
Berbice, the police are at their wits end in trying to cope with the spin-off of its overuse. 
Alcohol consumption, which leads to drunken driving, is one area that has reached chronic 
proportions in the Ancient County and is a major worry for the Berbice (B division) Police",alcohol,alcohol_0,"['drunk', 'driving', 'cases', 'recorded', 'call', 'gets', 'louder', 'something', 'done', 'raving', 'consumption', 'alcohol', 'berbice', 'police', 'wits', 'end', 'trying', 'cope', 'overuse', 'alcohol', 'consumption', 'leads', 'drunken', 'driving', 'one', 'area', 'reached', 'chronic', 'proportions', 'ancient', 'county', 'major', 'worry', 'berbice', 'b', 'division', 'police']",2
"• 
Of the 211 child passengers ages 14 and younger who died in alcohol-impaired driving 
crashes in 2010, over half (131) were riding in the vehicle with the alcohol-impaired 
driver.1",alcohol,alcohol_0,"['child', 'passengers', 'ages', 'younger', 'died', 'driving', 'crashes', 'half', 'riding', 'vehicle']",2
"“The determination of alcohol content is carried out by chromatography which allows for a 
fast, simple and very reproducible measurement of alcohol content. Samples collected in 
preserved specimen tubes were analysed and the data collated according to its categories [e.g. 
DUI, RTF (Road Traffic Fatality) and “sudden other” were alcohol was present]. 
Data Findings",alcohol,alcohol_1,"['determination', 'alcohol', 'content', 'carried', 'chromatography', 'allows', 'fast', 'simple', 'reproducible', 'measurement', 'alcohol', 'content', 'samples', 'collected', 'preserved', 'specimen', 'tubes', 'analysed', 'data', 'collated', 'according', 'categories', 'dui', 'rtf', 'road', 'traffic', 'fatality', 'sudden', 'alcohol', 'present', 'data', 'findings']",3
"• 
In the 1980s, several states established laws for zero alcohol tolerance for drivers 
under the age of 21. Research funded by NIH established the effectiveness of this 
approach which led to the passage of Zero Tolerance Laws in all 50 States by the late 
1990s.",alcohol,alcohol_0,"['several', 'states', 'established', 'laws', 'zero', 'alcohol', 'tolerance', 'drivers', 'age', 'research', 'funded', 'nih', 'established', 'effectiveness', 'approach', 'led', 'passage', 'zero', 'tolerance', 'laws', 'states', 'late']",1
“This would sum up to 47.5 percent of the persons arrested were under the influence of liquor.,alcohol,alcohol_0,"['would', 'sum', 'percent', 'persons', 'arrested', 'influence', 'liquor']",2
"""Highway deaths claim more than 30,000 lives each year, and while we've made substantial 
progress over the past 50 years, it's clear that we have much more work to do,"" said U.S. 
Transportation Secretary Anthony Foxx in a statement announcing the data. 
Motorcycle and semi-truck drivers saw an increase in death for the third consecutive year, by 
7.1 percent and 8.9 percent, respectively. The data also shows that nearly two-thirds of people 
who die in nighttime car accidents in 2011 weren’t wearing seatbelts.",alcohol,alcohol_0,"['highway', 'deaths', 'claim', 'lives', 'year', 'made', 'substantial', 'progress', 'past', 'years', 'clear', 'much', 'work', 'said', 'transportation', 'secretary', 'anthony', 'foxx', 'statement', 'announcing', 'data', 'motorcycle', 'drivers', 'saw', 'increase', 'death', 'third', 'consecutive', 'year', 'percent', 'percent', 'respectively', 'data', 'also', 'shows', 'nearly', 'people', 'die', 'nighttime', 'car', 'accidents', 'wearing', 'seatbelts']",3
"• 
Numerous NIH-funded studies over the last three decades established the effectiveness 
of raising the minimum legal drinking age to 21 in reducing both drinking and 
alcohol-related crashes among persons under age 21. The U.S. Department of 
Transportation estimates that such laws, now in effect in all states, prevent 1,000 
traffic deaths each year.",alcohol,alcohol_0,"['numerous', 'studies', 'last', 'three', 'decades', 'established', 'effectiveness', 'raising', 'minimum', 'legal', 'drinking', 'age', 'reducing', 'drinking', 'crashes', 'among', 'persons', 'age', 'department', 'transportation', 'estimates', 'laws', 'effect', 'states', 'prevent', 'traffic', 'deaths', 'year']",2
"airway is open. If they are sick and their throat or tongue becomes blocked with vomit, 
they can choke and stop breathing. 
2. If the person is breathing, place them in the recovery position. If they aren’t breathing, 
perform chest compressions and breathe into their mouth. 
3. If someone is bleeding, apply pressure to the wound using a clean cloth or piece of 
clothing. If they’re in shock, lay them down, and raise and support the injured limb. 
4. If someone is burned or scalded, cool the affected area in cold running water for at 
least 10 minutes, then cover the wound with a clean, non-fluffy cloth to prevent 
infection. 
Alcohol related accidents facts",alcohol,alcohol_0,"['airway', 'open', 'sick', 'throat', 'tongue', 'becomes', 'blocked', 'vomit', 'choke', 'stop', 'breathing', 'person', 'breathing', 'place', 'recovery', 'position', 'breathing', 'perform', 'chest', 'compressions', 'breathe', 'mouth', 'someone', 'bleeding', 'apply', 'pressure', 'wound', 'using', 'clean', 'cloth', 'piece', 'clothing', 'shock', 'lay', 'raise', 'support', 'injured', 'limb', 'someone', 'burned', 'scalded', 'cool', 'affected', 'area', 'cold', 'running', 'water', 'least', 'minutes', 'cover', 'wound', 'clean', 'cloth', 'prevent', 'infection', 'alcohol', 'related', 'accidents', 'facts']",2
"11- http://www.who.int/mediacentre/factsheets/fs349/en/index.html 
Who is at risk for harmful use of alcohol? 
The degree of risk for harmful use of alcohol varies with age, sex and other biological 
characteristics of the consumer. In addition the level of exposure to alcoholic beverages and 
the setting and context in which the drinking takes place also play a role. For example, 
alcohol is the world’s third largest risk factor for disease burden; it is the leading risk factor in 
the Western Pacific and the Americas and the second largest in Europe. Furthermore, 320 000 
young people between the age of 15 and 29 die from alcohol-related causes, resulting in 9% 
of all deaths in that age group. Alcohol consumption by an expectant mother may cause fetal 
alcohol syndrome and pre-term birth complications, which are detrimental to the health and 
development of neonates. 
The impact of alcohol consumption on disease and injury is largely determined by two 
separate but related dimensions of drinking:",alcohol,alcohol_1,"['http', 'risk', 'harmful', 'use', 'alcohol', 'degree', 'risk', 'harmful', 'use', 'alcohol', 'varies', 'age', 'sex', 'biological', 'characteristics', 'consumer', 'addition', 'level', 'exposure', 'alcoholic', 'beverages', 'setting', 'context', 'drinking', 'takes', 'place', 'also', 'play', 'role', 'example', 'alcohol', 'world', 'third', 'largest', 'risk', 'factor', 'disease', 'burden', 'leading', 'risk', 'factor', 'western', 'pacific', 'americas', 'second', 'largest', 'europe', 'furthermore', 'young', 'people', 'age', 'die', 'causes', 'resulting', 'deaths', 'age', 'group', 'alcohol', 'consumption', 'expectant', 'mother', 'may', 'cause', 'fetal', 'alcohol', 'syndrome', 'birth', 'complications', 'detrimental', 'health', 'development', 'neonates', 'impact', 'alcohol', 'consumption', 'disease', 'injury', 'largely', 'determined', 'two', 'separate', 'related', 'dimensions', 'drinking']",2
"• 
In 2010, 10,228 people were killed in alcohol-impaired driving crashes, accounting for 
nearly one-third (31%) of all traffic-related deaths in the United States.1",alcohol,alcohol_0,"['people', 'killed', 'driving', 'crashes', 'accounting', 'nearly', 'deaths', 'united']",3
